Time2,EP1_I02_AN00037,EP1_I03_AN00037,EP1_I06_AN00037,EP1_I09_AN00037,EP1_I10_AN00037,EP1_I12_AN00037,Time
2020-11-17 10:00:00,42.31494338333334,37.46657606666666,43.282465616666656,44.26932883333333,42.99784236666665,42.20075733333331,2020-11-17 10:00:00
2020-11-17 11:00:00,37.69060831666666,36.517666549999994,39.32243041666667,39.044103466666655,39.10865166666667,40.139416566666675,2020-11-17 11:00:00
2020-11-17 12:00:00,38.1103735,36.38009745,40.38256741666666,38.471630300000015,38.564557416666666,36.64783728333334,2020-11-17 12:00:00
2020-11-17 13:00:00,41.254782183333326,39.751356000000015,41.48122456666666,41.61496888333333,38.41861306666667,41.70714931666667,2020-11-17 13:00:00
2020-11-17 14:00:00,31.699873850000007,31.646130383333322,31.55960855000002,32.54273378333332,29.381721049999992,31.764721583333337,2020-11-17 14:00:00
2020-11-17 15:00:00,22.406671599999996,22.325364583333354,22.216498366666677,22.272568716666683,22.651897549999994,22.400141250000015,2020-11-17 15:00:00
2020-11-17 16:00:00,22.05439809999998,22.018853283333332,21.809127699999976,21.886444216666636,22.198538916666674,21.96791446666664,2020-11-17 16:00:00
2020-11-17 17:00:00,21.876514816666674,21.849058966666668,21.680250516666664,21.71025836666666,22.074694449999985,21.964368366666655,2020-11-17 17:00:00
2020-11-17 18:00:00,22.038437916666656,21.90762526666664,21.819179050000006,21.797170649999988,22.10906235000001,22.04476888333333,2020-11-17 18:00:00
2020-11-17 19:00:00,21.856424016666665,21.77807646666666,21.647150616666668,21.617445616666668,21.97693473333333,21.907615366666658,2020-11-17 19:00:00
2020-11-17 20:00:00,22.115866600000004,22.015907366666656,21.925599583333327,21.916009016666674,22.170095,22.13109528333332,2020-11-17 20:00:00
2020-11-17 21:00:00,22.176740549999998,22.07092704999999,21.958104433333336,21.90712783333332,22.158245000000004,22.09029953333333,2020-11-17 21:00:00
2020-11-17 22:00:00,21.628362516666666,21.63078961666667,21.421967066666646,21.405269933333333,21.66060160000001,21.612661749999987,2020-11-17 22:00:00
2020-11-17 23:00:00,21.197104266666667,21.252258283333344,20.95097961666666,20.86925453333334,21.27739986666666,21.055387916666675,2020-11-17 23:00:00
2020-11-18 00:00:00,21.1073226,21.114470916666672,20.805051233333327,20.819621383333345,21.070154250000005,20.947270883333328,2020-11-18 00:00:00
2020-11-18 01:00:00,21.10496758333334,21.092587433333335,20.835767999999984,20.953167216666664,21.232982999999994,21.115069733333314,2020-11-18 01:00:00
2020-11-18 02:00:00,21.302839533333337,21.235702999999994,21.022483799999986,21.002214600000002,21.37806646666666,21.235019016666673,2020-11-18 02:00:00
2020-11-18 03:00:00,21.657309133333356,21.529045933333347,21.482836866666666,21.466721516666677,21.632746816666664,21.634518949999997,2020-11-18 03:00:00
2020-11-18 04:00:00,21.731150950000014,21.668642433333343,21.532486966666667,21.56543001666667,21.668886716666652,21.675312333333327,2020-11-18 04:00:00
2020-11-18 05:00:00,21.854060416666684,21.744353566666685,21.725174866666645,21.700806949999993,21.890443833333343,21.920619833333316,2020-11-18 05:00:00
2020-11-18 06:00:00,22.334619183333334,22.323107850000003,22.13020421666666,22.17505181666667,22.319473733333346,22.30852765000001,2020-11-18 06:00:00
2020-11-18 07:00:00,26.690010016666672,25.563774700000007,25.21358540000001,25.86751309999999,26.221584033333333,25.285514816666666,2020-11-18 07:00:00
2020-11-18 08:00:00,27.618069966666663,27.199874949999995,27.687155733333345,27.422454949999995,27.89693238333333,27.94859313333334,2020-11-18 08:00:00
2020-11-18 09:00:00,34.1445882,31.67798963333335,34.50489553333333,35.71899925000001,35.216259216666664,34.471798666666665,2020-11-18 09:00:00
2020-11-18 10:00:00,40.694180766666676,35.78838041666665,37.457439216666664,39.052212983333355,41.117059883333326,39.82764226666667,2020-11-18 10:00:00
2020-11-18 11:00:00,43.34864958333335,37.63938488333333,43.68793896666667,40.44828695000001,41.13248595,42.77644548333333,2020-11-18 11:00:00
2020-11-18 12:00:00,47.45432533333331,43.309646516666675,45.203391533333345,46.38618363333333,39.67118999999999,44.25312395,2020-11-18 12:00:00
2020-11-18 13:00:00,51.615021649999996,50.97252855000001,47.15648093333334,49.796003683333325,39.92672629999998,50.84852350000002,2020-11-18 13:00:00
2020-11-18 14:00:00,50.86999913333334,51.52009636666667,43.95103105,50.88644716666668,40.22782086666666,46.324918633333326,2020-11-18 14:00:00
2020-11-18 15:00:00,50.08338316666666,50.907771333333336,39.16127671666666,51.99279985000001,39.631614233333316,38.578783633333366,2020-11-18 15:00:00
2020-11-18 16:00:00,40.77569219999997,39.40730489999999,33.08920704999999,43.77775369999998,38.58113499999999,33.024404399999995,2020-11-18 16:00:00
2020-11-18 17:00:00,26.163149000000008,25.72509461666667,25.266940883333337,26.66023559999999,26.466014549999993,25.214482150000002,2020-11-18 17:00:00
2020-11-18 18:00:00,22.666199400000014,22.990070333333346,22.357242400000004,22.289130166666656,22.539290383333334,22.386541183333332,2020-11-18 18:00:00
2020-11-18 19:00:00,22.819323533333343,22.956325483333337,22.635209133333344,22.4896152,22.883059950000018,22.62070941666665,2020-11-18 19:00:00
2020-11-18 20:00:00,22.72768174999999,22.813652966666666,22.52460738333334,22.429878183333358,22.88069586666668,22.543252100000018,2020-11-18 20:00:00
2020-11-18 21:00:00,22.450419616666675,22.556774016666647,22.24251471666665,22.131824099999985,22.575436116666655,22.29073821666668,2020-11-18 21:00:00
2020-11-18 22:00:00,22.376536683333335,22.45971396666666,22.082875050000006,22.02656396666665,22.468168916666652,22.234563416666674,2020-11-18 22:00:00
2020-11-18 23:00:00,21.891305633333342,21.93485109999999,21.6383,21.61982633333333,22.134545000000013,21.806546500000007,2020-11-18 23:00:00
2020-11-19 00:00:00,21.67738251666668,21.805878533333335,21.243475199999985,21.382796250000006,21.843049183333324,21.505085716666645,2020-11-19 00:00:00
2020-11-19 01:00:00,21.688612850000016,21.723059366666668,21.30378271666666,21.367427966666664,21.891034866666654,21.526961250000003,2020-11-19 01:00:00
2020-11-19 02:00:00,22.14661666666667,22.098746266666655,21.89903375,21.992898083333355,22.145813450000002,22.06902960000002,2020-11-19 02:00:00
2020-11-19 03:00:00,22.337509650000005,22.271509316666645,22.251387083333316,22.232938516666643,22.418976999999987,22.316764083333346,2020-11-19 03:00:00
2020-11-19 04:00:00,22.351691616666674,22.26618926666666,22.130163566666692,22.15191726666667,22.33600899999999,22.246978649999996,2020-11-19 04:00:00
2020-11-19 05:00:00,22.260658949999993,22.19753909999998,22.069261233333314,22.137145366666672,22.290978699999982,22.247569116666668,2020-11-19 05:00:00
2020-11-19 06:00:00,22.66208193333333,22.526005083333338,22.512215799999993,22.597301683333335,22.845178716666673,22.710064716666658,2020-11-19 06:00:00
2020-11-19 07:00:00,27.850055450000006,25.969140149999987,24.808911699999996,27.67044578333334,28.53237308333333,24.987154133333323,2020-11-19 07:00:00
2020-11-19 08:00:00,35.355447450000014,30.194724633333333,32.928885916666665,35.590815183333355,35.64912618333334,32.49914143333333,2020-11-19 08:00:00
2020-11-19 09:00:00,38.07338249999999,33.39807938333334,37.939981083333336,40.73555155,39.82943525,38.59442798333334,2020-11-19 09:00:00
2020-11-19 10:00:00,42.248780316666675,34.42004496666667,41.90687721666667,43.67814485000001,44.06653286666669,42.15450338333335,2020-11-19 10:00:00
2020-11-19 11:00:00,41.791956516666666,37.256207733333326,40.85574551666666,41.68402803333334,40.731575516666666,41.7207773833333,2020-11-19 11:00:00
2020-11-19 12:00:00,41.88562061666667,38.979353266666664,41.71429443333332,42.751072183333335,40.88278753333332,42.72016806666666,2020-11-19 12:00:00
2020-11-19 13:00:00,49.65273183333334,49.31804350000002,47.10281163333335,50.62950943333333,40.78334048333333,46.939692616666655,2020-11-19 13:00:00
