DHI_NSRDB,DNI_NSRDB,GHI_NSRDB
182.5,176.5,250.0
64.5,244.0,110.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
12.5,143.0,22.5
55.5,651.0,221.0
137.0,542.0,408.5
88.5,945.5,707.5
95.5,991.0,882.5
100.0,1011.0,986.5
310.0,694.0,934.5
474.0,400.0,817.0
337.5,446.0,673.5
202.5,611.5,559.0
80.5,762.5,389.5
48.0,489.0,140.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
12.0,140.5,22.0
54.5,643.5,218.5
76.0,843.5,472.0
208.0,484.0,506.5
97.5,975.0,872.0
104.5,991.0,974.5
292.5,527.0,766.0
297.5,532.0,747.0
111.0,925.5,813.5
104.0,853.5,619.5
90.5,711.5,381.0
53.5,432.5,136.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
13.0,110.0,20.5
63.5,583.5,212.0
86.5,809.5,467.0
223.5,490.5,527.5
104.5,969.0,875.0
108.0,994.5,982.5
399.5,32.5,429.0
476.0,149.0,603.5
107.0,950.0,829.5
97.0,890.0,636.0
82.0,767.5,396.5
50.5,487.5,144.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
12.0,143.0,21.5
54.5,661.0,221.5
74.5,864.5,479.5
85.5,954.0,711.0
93.5,996.5,887.0
404.0,56.5,453.5
271.5,19.5,289.5
463.0,108.0,555.5
253.5,25.5,273.5
305.0,267.0,469.0
86.5,750.5,395.5
53.0,465.5,143.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.5,158.0,22.0
50.5,683.0,222.0
69.0,879.0,481.0
79.0,965.5,712.0
86.5,1006.5,888.0
444.0,71.5,507.5
510.5,111.0,611.0
207.5,509.5,639.5
97.0,968.5,838.0
89.5,908.0,643.0
78.5,780.0,401.0
49.5,500.5,148.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.5,140.5,21.0
54.0,648.0,217.0
75.0,848.5,473.0
88.0,936.0,702.0
96.5,980.0,878.0
101.5,1001.0,985.0
302.0,548.5,801.0
106.0,985.0,960.0
264.5,513.5,645.0
184.0,488.0,501.0
82.5,0.0,82.5
43.0,188.5,66.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.5,132.0,20.0
54.5,636.5,215.0
77.0,837.5,470.0
90.0,928.5,699.5
98.5,974.0,876.0
239.5,17.5,255.5
393.5,30.5,421.0
451.0,367.5,771.0
112.0,933.0,828.5
105.5,861.5,634.5
143.0,366.5,277.5
55.0,450.5,146.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.5,123.5,19.5
53.5,633.0,212.5
72.5,846.5,469.5
82.0,943.5,702.0
88.0,992.0,880.5
91.0,1015.5,990.0
92.0,1021.0,1021.5
91.5,1010.5,971.5
88.5,982.0,844.5
80.5,927.5,652.0
69.0,819.5,412.0
45.0,558.5,156.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.0,10.5,11.5
101.5,126.0,135.0
74.0,872.5,483.0
85.5,962.0,718.0
93.0,1006.0,898.0
95.5,1030.0,1009.0
96.5,1034.0,1039.0
96.0,1021.5,987.0
93.0,989.5,857.5
87.0,929.5,661.5
73.5,820.0,418.5
47.0,561.0,159.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.0,163.0,21.0
48.5,713.0,226.5
64.5,915.5,493.5
72.5,1003.0,732.5
77.0,1046.0,915.0
79.5,1065.5,1026.0
80.0,1069.0,1056.0
79.0,1057.0,1003.5
77.0,1027.0,872.5
72.0,973.0,675.0
62.5,867.0,428.5
43.0,607.5,164.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.5,175.5,21.5
47.0,723.0,227.0
64.0,914.5,493.5
73.0,998.5,731.0
78.5,1041.0,913.5
80.5,1060.5,1025.0
81.0,1064.5,1055.5
81.0,1052.5,1004.0
240.0,579.5,704.5
72.5,972.5,677.0
61.5,874.0,432.5
40.0,639.5,169.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.0,189.5,21.5
42.5,747.0,228.0
57.0,928.5,493.0
65.5,1005.0,728.0
72.0,1040.5,908.0
76.5,1055.5,1018.0
305.0,603.0,858.0
81.0,1042.0,996.5
79.0,1013.5,868.0
73.0,962.5,673.0
62.5,861.5,429.0
41.5,623.0,168.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
8.0,0.0,8.0
93.0,28.0,101.5
60.0,902.5,483.5
71.0,979.0,717.0
400.0,198.5,565.0
503.0,209.5,689.0
312.0,618.5,879.5
97.0,1005.5,982.5
97.0,969.0,853.5
150.5,471.0,466.0
82.0,778.0,415.0
77.0,48.5,88.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
12.0,104.0,18.5
60.5,586.5,208.0
87.5,799.5,464.0
236.0,501.0,551.0
398.0,344.0,676.5
484.0,141.5,611.0
392.0,28.5,419.0
326.0,22.5,345.5
289.0,506.0,672.5
150.5,426.0,436.0
44.0,0.0,44.0
73.0,155.5,95.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.5,0.0,2.5
39.5,0.0,39.5
91.5,0.0,91.5
197.0,14.0,206.5
222.0,16.0,236.0
321.0,37.0,355.0
248.0,18.5,266.0
180.0,498.5,612.5
363.5,406.5,681.5
316.5,279.0,489.0
85.5,756.0,412.0
54.5,496.5,159.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.0,145.5,19.0
45.0,679.5,214.5
135.0,439.0,319.5
224.0,552.0,572.5
334.0,27.5,356.5
327.0,26.5,351.5
531.5,294.5,804.0
497.5,349.5,808.0
253.0,677.0,776.5
87.5,898.5,655.5
77.0,779.5,414.5
50.5,526.0,161.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
9.5,173.0,20.0
42.5,714.5,220.5
155.0,497.5,368.5
245.5,22.5,261.0
408.5,142.5,521.0
288.0,632.0,862.5
72.0,1047.5,1042.0
71.5,1038.0,993.0
218.5,537.0,657.0
210.5,551.0,541.5
58.0,861.5,432.5
40.5,627.0,172.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,0.0,5.0
79.5,16.5,84.5
223.0,202.0,321.0
342.5,262.5,515.0
438.0,295.5,678.0
445.5,63.5,503.5
506.5,204.0,696.5
424.5,108.5,522.5
187.5,11.0,196.5
162.5,450.5,428.5
77.5,786.5,421.0
50.0,540.0,165.0
5.0,48.5,6.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,3.0
26.0,0.0,26.0
70.5,0.0,70.5
327.0,90.0,388.0
79.0,993.5,886.5
320.5,26.5,345.5
364.5,30.5,393.5
345.0,34.5,375.5
80.5,988.5,863.0
72.0,943.0,673.0
148.5,540.5,376.5
51.5,530.0,164.0
6.0,0.0,6.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.5,0.0,3.5
75.5,18.0,81.0
215.0,298.5,352.5
195.0,602.5,614.0
73.5,1014.0,898.5
76.5,1034.0,1011.5
293.5,701.0,947.0
284.0,697.0,901.0
244.5,688.5,781.0
70.0,951.0,677.5
70.5,816.5,431.0
47.0,575.5,170.0
6.5,0.0,6.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.5,0.0,4.5
67.5,235.0,139.0
68.5,848.0,471.5
76.0,944.5,707.5
78.5,997.0,892.0
78.5,1024.5,1007.0
294.0,698.0,946.0
240.0,17.5,256.5
423.5,263.0,638.0
180.5,633.5,601.0
176.5,389.0,344.0
61.5,484.5,157.0
5.0,89.0,7.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.0,161.5,19.5
44.5,697.5,220.0
60.0,891.5,484.0
69.0,971.5,720.0
270.0,554.0,709.5
495.0,85.0,572.0
523.0,142.0,656.0
460.0,73.5,527.0
255.5,689.0,796.5
305.0,220.5,454.0
163.5,198.0,261.5
77.0,268.5,135.5
5.5,0.0,5.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
9.5,166.0,19.5
43.5,699.0,219.5
227.0,174.0,312.0
344.5,271.0,527.0
413.5,309.0,668.0
511.0,120.0,619.5
543.5,172.0,705.0
505.0,156.0,646.5
436.0,125.5,536.5
325.0,280.0,502.5
205.0,184.5,283.0
79.0,249.0,133.0
5.5,0.0,5.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
9.5,169.0,20.0
70.5,539.0,198.0
223.0,212.5,320.0
340.5,92.0,402.5
343.0,29.5,367.0
374.0,174.5,536.0
516.5,168.0,675.0
517.0,167.5,668.5
250.5,556.0,711.0
312.0,97.0,372.5
163.5,23.0,173.5
47.0,584.0,174.5
6.0,65.5,7.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.5,0.0,5.5
45.5,0.0,45.5
157.5,8.0,162.0
243.0,27.5,261.5
223.0,16.0,236.5
380.5,29.0,408.0
405.5,29.5,434.0
352.5,24.5,375.5
424.5,87.0,494.5
324.0,239.5,474.0
190.0,185.5,281.0
84.5,75.0,101.5
4.0,0.0,4.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,0.0,5.0
79.0,12.5,83.0
140.5,72.0,171.0
211.5,14.5,221.5
384.0,45.5,422.5
386.0,42.0,424.0
399.5,34.5,433.0
350.0,29.5,377.0
211.5,14.5,224.0
239.0,33.5,259.5
206.5,233.0,310.0
62.5,0.0,62.5
2.5,0.0,2.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.5,0.0,2.5
73.0,27.5,81.5
147.5,157.0,214.0
264.0,162.5,380.5
419.5,323.0,684.0
352.0,24.0,375.0
249.0,19.0,267.5
358.5,65.5,417.5
416.5,87.5,486.5
325.5,90.5,384.0
198.0,64.0,226.5
81.5,32.0,89.5
3.5,0.0,3.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.0,169.0,20.5
47.0,693.0,224.5
67.5,876.0,489.0
297.5,451.0,601.0
444.5,293.0,687.5
521.5,248.5,750.0
558.5,348.0,888.5
500.5,256.0,731.5
236.5,685.0,799.5
331.0,260.5,504.5
141.5,404.5,302.0
50.5,567.5,177.0
7.5,0.0,7.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.0,17.5,12.0
103.0,153.0,144.5
217.0,295.5,363.5
356.0,136.0,448.5
450.5,123.0,552.0
519.0,125.5,634.0
551.0,213.5,753.5
467.0,72.0,533.5
389.5,56.5,436.5
152.0,7.5,157.5
86.0,0.0,86.0
79.5,17.5,84.0
3.5,0.0,3.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
6.0,0.0,6.0
60.5,0.0,60.5
179.5,17.5,188.5
224.0,527.0,564.0
441.0,267.5,667.0
498.5,161.5,648.0
508.0,98.0,602.0
496.5,90.0,578.5
259.5,520.5,667.0
249.0,24.5,265.5
162.5,16.5,170.0
69.0,0.0,69.0
3.0,0.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.5,0.0,1.5
39.0,0.0,39.0
156.0,8.5,160.5
275.5,52.0,313.5
412.5,160.5,550.5
432.0,440.0,840.5
85.0,1022.5,1058.5
89.0,1007.0,1009.0
87.5,978.0,881.5
285.5,142.0,384.0
199.5,314.0,338.5
77.5,303.5,145.0
6.5,0.0,6.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.0,169.5,21.5
45.5,701.0,227.0
61.0,889.5,494.0
69.0,972.5,733.5
75.0,1011.0,917.5
312.5,601.5,863.0
551.5,227.0,768.5
445.0,65.0,504.0
372.0,119.5,473.0
325.5,97.0,387.5
209.5,126.5,270.0
73.5,4.0,74.5
3.5,0.0,3.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,4.0
36.0,0.0,36.0
119.0,1.0,120.0
164.5,9.5,171.5
333.5,29.0,358.5
338.5,24.5,361.5
383.0,28.0,410.0
336.0,551.5,835.5
425.0,88.0,496.0
108.5,870.0,680.5
85.5,778.5,439.5
54.5,549.0,179.0
6.5,59.5,8.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.0,170.5,22.0
47.0,709.0,232.0
62.0,902.5,503.5
69.0,987.5,747.0
415.5,103.5,500.0
244.5,544.5,758.5
539.0,113.0,647.5
519.5,127.0,636.5
384.5,63.0,437.5
65.0,979.5,710.0
57.0,887.5,460.5
39.5,674.0,190.5
6.0,115.0,9.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
