DHI_NSRDB,DNI_NSRDB,GHI_NSRDB
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
16.0,0.0,16.0
84.5,0.0,84.5
189.5,12.5,198.0
321.0,32.0,346.5
451.5,57.0,504.0
487.5,67.0,553.5
547.0,172.0,717.0
429.5,43.5,471.0
329.0,135.0,433.5
301.0,270.5,472.0
86.5,707.0,365.0
52.5,240.0,92.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
21.5,508.0,87.5
40.0,839.5,347.0
48.5,948.0,609.5
396.5,104.5,476.5
503.5,145.5,638.0
310.0,637.5,934.0
485.5,394.0,876.0
62.5,1022.5,1012.0
60.0,995.5,860.0
54.5,946.5,645.0
127.5,490.5,305.5
29.0,565.0,122.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
7.0,0.0,7.0
101.5,37.0,117.5
215.5,20.5,228.5
367.5,56.0,412.5
314.0,21.5,334.5
292.5,20.5,312.5
557.0,201.0,756.5
495.5,211.5,695.0
306.0,25.0,326.5
243.5,29.0,261.5
152.5,42.0,168.0
55.0,147.0,79.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
20.0,0.0,20.0
146.5,44.0,164.0
278.5,286.5,449.5
397.5,294.5,626.0
499.0,248.0,725.5
558.0,194.0,749.5
573.5,307.0,877.5
495.5,340.5,811.5
424.5,231.5,610.0
308.0,163.0,411.5
151.5,124.0,208.5
51.5,208.5,85.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
38.5,7.5,40.0
152.0,112.0,189.0
283.5,104.0,344.0
410.5,148.5,528.5
441.0,48.5,486.0
517.5,116.5,633.0
510.5,266.0,774.5
515.5,195.5,697.5
281.5,63.0,330.5
295.5,85.5,348.5
52.5,814.0,376.5
30.5,515.0,113.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
34.5,293.0,87.0
89.0,439.0,274.0
288.0,212.5,411.5
412.5,148.0,527.5
498.5,115.0,603.5
558.0,153.0,709.0
532.5,83.0,615.0
456.0,59.0,510.5
389.0,79.0,451.0
201.5,566.5,535.0
65.0,757.0,365.0
35.5,443.5,107.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
32.5,316.0,89.5
102.5,403.0,228.0
54.0,934.0,609.5
251.0,567.0,676.5
248.5,18.0,265.5
330.5,23.5,354.0
264.0,18.5,283.0
279.0,19.0,297.0
356.0,43.0,391.0
269.5,56.0,306.0
142.5,18.0,150.0
40.0,367.0,98.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
22.0,0.0,22.0
81.5,597.5,317.5
57.0,929.0,611.0
63.5,983.5,832.0
69.5,1009.5,991.0
481.5,64.5,545.0
127.0,8.5,135.5
263.0,20.5,282.0
412.0,164.5,542.5
285.5,74.5,333.0
154.0,44.0,171.0
48.5,13.0,51.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.5,0.0,11.5
36.5,0.0,36.5
89.0,0.0,89.0
219.5,15.5,232.0
412.5,36.5,446.0
490.0,51.0,541.5
472.0,42.5,515.0
428.5,42.0,468.5
336.0,34.0,363.5
293.5,187.0,403.0
166.5,88.0,203.5
47.5,12.5,50.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
42.5,29.0,48.0
161.5,113.5,204.0
271.0,78.5,316.5
345.0,45.5,381.5
430.0,43.0,469.5
515.0,87.0,600.5
467.5,43.5,510.5
461.0,312.5,747.5
388.5,178.5,525.5
224.0,46.0,255.0
119.5,27.0,128.5
48.0,19.0,52.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
26.0,475.0,93.0
96.0,630.5,322.0
267.0,365.0,483.5
403.5,190.5,556.0
498.0,267.0,742.0
547.0,270.5,812.0
542.5,278.5,816.5
491.0,278.5,745.0
420.5,188.5,572.0
190.5,606.0,543.5
128.0,434.5,276.0
31.5,455.5,101.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
26.0,479.5,93.0
94.5,389.5,216.5
293.0,155.0,383.5
381.0,96.0,459.0
73.0,1007.0,992.0
361.5,23.0,384.5
527.0,195.0,718.0
507.0,257.0,742.5
408.0,189.5,561.5
68.5,906.0,618.5
94.0,557.0,323.0
46.5,190.0,75.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
41.0,7.5,42.0
89.0,464.0,285.5
58.0,934.0,616.5
408.0,116.0,500.5
504.0,159.5,648.5
361.5,32.5,394.0
406.0,37.5,443.0
365.0,125.5,478.0
345.5,39.0,377.0
64.5,919.0,620.0
61.0,418.0,244.5
21.0,0.0,21.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
42.5,171.0,53.0
127.5,15.5,134.5
275.5,74.5,322.0
415.0,145.5,528.5
488.5,112.0,590.0
515.5,69.5,584.0
532.0,107.5,637.5
290.0,20.5,310.0
266.5,28.0,288.5
188.0,606.5,539.0
59.5,771.0,352.5
31.0,430.0,95.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
18.5,0.0,18.5
41.0,0.0,41.0
212.0,54.5,242.0
333.5,45.5,370.0
228.5,523.5,717.5
315.5,630.0,928.5
73.5,1019.5,1071.5
74.5,1002.0,989.0
71.5,971.0,831.5
62.0,919.5,614.5
50.5,806.5,355.5
27.0,489.0,97.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
28.5,0.0,28.5
84.5,402.0,210.5
266.5,157.0,367.0
247.0,17.5,261.0
130.5,526.0,622.0
401.0,31.0,431.5
478.0,46.5,523.5
478.5,83.5,555.5
57.0,999.0,837.0
261.0,384.0,492.0
139.0,391.0,285.0
39.0,274.5,77.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
27.5,0.0,27.5
124.5,45.5,144.5
274.5,91.5,327.0
369.5,54.5,412.0
488.5,117.5,597.5
553.5,228.5,777.0
485.5,69.0,553.5
264.0,18.5,281.5
417.5,157.0,540.0
237.5,133.5,311.5
86.5,667.0,329.5
28.0,451.0,92.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
27.0,495.5,98.0
50.5,818.0,359.0
115.5,459.5,367.5
397.0,115.5,488.0
277.0,529.5,747.0
526.0,80.5,605.5
550.5,141.5,689.0
381.0,33.0,412.0
255.0,18.5,270.5
196.5,22.0,209.0
127.0,21.0,134.0
40.0,7.5,41.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
33.0,406.5,93.5
64.0,754.5,349.5
78.0,886.0,609.0
84.5,952.5,828.5
91.0,983.0,984.0
93.0,997.0,1065.0
282.0,20.0,302.0
469.5,205.5,659.0
331.5,210.5,502.5
219.5,163.0,308.5
153.5,84.0,188.5
40.0,128.0,47.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
41.5,3.0,42.0
165.0,153.5,225.0
275.0,124.5,346.0
357.5,53.5,400.0
68.5,1017.0,992.0
70.5,1028.5,1072.0
69.5,1029.0,1070.0
70.0,1013.0,986.0
66.5,982.0,827.0
59.5,926.0,607.0
50.0,803.5,346.5
26.0,460.5,89.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
39.0,0.0,39.0
108.5,24.5,119.0
246.5,90.5,297.5
387.5,91.5,459.5
474.5,74.0,542.5
518.5,209.5,723.0
479.0,56.5,534.5
444.5,70.5,510.0
361.5,96.0,433.5
191.0,539.0,489.5
109.5,407.0,236.0
25.0,476.0,89.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
44.0,10.5,46.0
43.0,849.0,364.0
52.5,952.0,622.5
167.5,506.5,543.5
420.5,47.5,464.0
285.5,20.0,305.0
396.5,36.5,432.5
469.5,115.5,576.0
407.0,133.5,512.0
181.0,484.5,443.5
87.5,0.0,87.5
23.0,0.0,23.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
26.5,517.5,101.5
108.5,589.5,318.0
193.0,550.5,503.0
403.0,126.5,500.0
506.5,170.5,661.0
536.5,251.0,781.0
531.0,224.0,749.5
387.5,31.0,415.5
365.5,110.0,447.5
284.0,236.0,419.0
126.5,436.5,284.0
35.0,318.0,73.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
19.5,0.0,19.5
47.0,836.0,363.5
172.5,659.0,553.5
363.0,161.0,483.5
494.0,135.5,615.5
376.5,24.0,400.5
396.5,30.0,425.5
500.5,185.5,668.5
403.0,130.5,502.5
287.5,155.5,376.5
140.5,345.5,261.0
39.0,166.0,67.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
25.5,532.5,102.5
71.5,0.0,71.5
148.5,6.0,152.0
355.0,67.0,409.5
433.5,69.5,496.0
550.5,214.0,758.0
458.0,145.0,597.0
359.0,26.0,383.0
163.5,503.0,529.5
278.5,132.5,352.5
149.5,61.5,172.0
38.0,175.5,48.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
24.5,558.0,104.5
114.0,444.0,258.5
290.5,124.0,365.0
404.5,284.5,624.0
489.0,260.0,721.0
533.0,289.0,813.0
534.0,286.5,810.0
270.5,693.5,882.0
58.0,1009.0,828.0
51.0,954.5,605.0
67.5,738.5,326.0
28.5,327.0,84.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
16.5,0.0,16.5
152.0,127.5,194.5
285.5,200.0,411.0
339.5,110.0,428.0
479.5,190.5,652.0
490.5,168.5,653.5
504.5,101.0,602.5
371.0,99.5,458.0
406.0,163.5,529.5
275.5,226.5,412.0
149.5,196.0,224.0
39.0,170.0,51.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
9.5,0.0,9.5
146.5,32.0,160.5
274.5,103.0,339.5
408.5,114.5,498.5
347.5,152.5,482.0
269.0,24.0,292.5
486.0,57.5,541.0
446.0,95.5,534.0
359.5,79.0,418.0
163.0,570.5,508.0
62.5,736.0,324.0
31.0,262.5,75.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,4.0
143.0,224.0,239.5
257.5,400.5,490.5
167.0,11.5,176.5
229.5,16.0,244.0
283.0,20.5,303.5
525.5,110.0,632.0
390.0,188.5,562.0
162.0,472.5,501.5
79.0,871.5,580.0
81.5,387.0,240.0
29.0,325.5,72.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
34.5,415.0,97.0
65.0,758.5,353.0
79.0,889.0,610.0
84.5,958.0,827.0
249.0,512.0,698.0
468.0,60.0,526.5
534.5,340.0,860.0
467.5,366.0,792.0
218.0,210.0,368.5
64.5,911.5,586.5
150.5,99.5,185.5
36.5,34.5,42.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
29.0,497.5,102.5
52.0,822.0,363.5
63.0,936.5,621.5
325.5,31.0,349.5
490.5,263.0,729.0
284.0,20.0,303.5
323.5,25.0,348.0
418.0,146.5,545.5
370.5,156.0,492.5
218.0,24.5,233.0
113.0,3.5,114.5
25.5,0.0,25.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
22.0,0.0,22.0
54.0,804.0,358.0
224.0,63.0,259.0
334.0,48.5,373.0
389.5,43.0,428.5
312.0,607.0,897.0
310.0,594.5,880.5
262.0,522.5,711.5
221.5,501.5,580.5
235.0,34.5,256.0
90.5,364.0,194.5
24.5,382.0,72.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
28.5,502.0,102.5
51.5,821.0,362.0
61.5,936.0,618.5
409.5,120.5,503.0
274.0,20.0,292.5
495.5,65.5,558.0
176.0,15.0,190.0
358.5,39.5,392.5
344.0,180.5,485.5
201.5,31.5,221.5
58.0,746.5,316.5
25.5,351.0,70.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,3.0
13.0,0.0,13.0
185.0,28.0,203.0
412.0,168.0,543.5
443.5,73.0,508.0
331.5,21.5,352.5
418.0,46.0,462.5
380.5,83.0,452.0
83.0,947.0,792.5
229.5,34.0,249.0
85.0,402.5,245.0
31.0,0.0,31.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
48.5,117.0,65.5
143.0,61.0,163.5
219.5,26.5,234.5
319.5,33.5,346.0
223.0,17.0,238.5
266.0,19.5,285.0
268.0,19.5,286.0
342.0,30.5,369.5
392.5,172.0,518.5
226.5,30.5,244.5
107.0,149.5,167.0
12.5,0.0,12.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.0,0.0,11.0
118.0,8.5,121.5
178.5,10.5,185.0
331.0,33.5,357.5
333.0,23.5,354.5
449.0,40.0,487.0
444.5,47.0,489.0
460.5,325.0,744.0
80.5,957.0,793.5
73.0,885.5,571.0
111.5,26.0,121.5
26.5,315.5,67.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
17.5,0.0,17.5
135.0,13.0,141.0
223.0,32.5,243.5
312.5,35.0,339.5
376.5,31.0,404.5
456.0,55.0,509.0
281.5,19.5,300.0
246.5,481.5,656.0
391.0,188.0,528.0
185.0,584.5,500.5
75.5,366.0,220.5
28.5,274.0,64.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
29.5,486.0,101.0
53.0,810.5,358.0
147.5,463.0,399.0
250.0,542.0,649.0
274.0,559.0,780.5
459.5,45.0,502.5
503.5,78.5,578.5
450.0,288.0,700.5
381.5,175.5,512.5
71.5,886.5,567.0
59.5,732.0,308.5
25.5,320.5,65.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
28.5,500.5,102.0
51.0,819.5,358.5
62.0,932.5,612.0
362.0,92.0,430.5
277.5,608.0,825.5
418.5,62.5,477.5
294.5,25.0,318.5
196.5,15.5,210.5
320.0,101.5,392.0
258.0,289.0,412.5
120.0,409.5,257.5
31.5,152.0,54.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
48.0,130.5,67.0
162.0,182.5,225.0
273.0,141.0,361.0
391.0,317.0,634.0
459.5,339.0,760.5
534.5,199.5,723.5
537.5,202.0,728.0
419.0,50.5,462.5
346.5,120.0,439.5
241.5,45.0,266.5
144.0,188.5,208.0
33.0,63.0,42.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
27.0,519.0,102.0
48.5,826.0,357.5
59.0,935.5,610.0
288.5,31.0,311.5
276.0,602.0,817.5
440.0,78.0,514.0
167.5,525.0,664.5
304.0,24.0,325.5
369.0,79.0,427.0
170.0,37.5,188.5
144.0,167.5,201.0
33.0,55.5,41.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
39.0,0.0,39.0
154.0,51.0,174.0
247.0,50.5,279.0
264.0,22.5,281.0
286.0,20.0,304.0
518.5,95.5,608.5
520.5,107.0,621.5
387.0,99.5,476.0
362.0,129.5,454.0
177.5,519.5,444.5
33.0,379.0,136.0
23.0,297.5,67.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
25.5,542.5,103.0
44.0,847.5,360.0
54.0,953.5,613.0
60.5,1005.0,823.5
65.5,1030.5,972.0
279.0,549.5,792.0
69.5,1037.0,1038.0
71.0,1017.0,949.5
68.5,981.0,787.5
154.5,464.5,388.5
65.0,0.0,65.0
13.5,0.0,13.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
27.0,504.0,99.5
50.5,814.5,352.5
61.0,927.5,603.5
67.5,983.5,812.5
246.5,521.0,693.5
334.5,79.5,409.0
495.5,76.0,567.0
359.5,197.5,535.0
216.5,18.5,230.0
222.5,222.0,334.5
138.5,68.5,162.0
30.0,17.0,32.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
26.0,522.5,101.0
47.5,829.5,355.0
60.0,935.5,606.0
69.0,986.0,815.5
78.0,1008.0,962.0
521.5,258.5,764.5
389.0,155.5,535.5
368.5,40.0,403.5
263.5,22.5,280.5
171.0,14.5,179.5
120.5,239.5,187.5
28.5,177.5,54.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
44.0,10.5,46.0
46.0,828.5,352.5
180.5,503.0,452.0
234.0,27.5,254.5
246.0,17.0,261.5
345.5,51.0,393.0
472.5,58.5,527.5
265.5,19.5,282.0
243.0,137.5,338.5
167.0,593.0,477.0
31.0,400.5,185.0
0.5,0.0,0.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
23.0,552.5,101.0
40.0,854.0,354.5
48.5,958.5,604.5
374.0,354.5,643.0
298.5,21.0,317.5
459.0,94.5,547.0
510.0,279.5,770.0
433.5,63.5,488.0
292.5,136.5,397.5
177.0,564.0,467.5
88.5,33.0,101.5
2.5,0.0,2.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
25.0,536.5,100.5
45.0,845.5,356.0
54.0,956.0,608.0
59.0,1010.5,818.5
63.0,1038.0,967.5
65.5,1049.0,1041.5
67.0,1046.0,1034.5
275.0,653.0,824.0
65.5,992.0,784.5
59.0,927.0,564.5
49.0,785.5,307.0
23.0,279.0,63.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
