DHI_SolarCast,DNI_SolarCast,EBH_SolarCast,GHI_SolarCast
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
44,61,13,56
163,300,117,280
183,669,392,575
197,808,620,816
250,801,719,969
360,669,650,1010
350,440,434,784
319,0,0,319
120,0,0,120
98,2,1,99
204,131,54,258
75,6,2,77
3,0,0,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
48,0,0,48
171,0,0,171
380,45,29,409
514,17,12,526
624,53,49,673
640,13,13,653
477,0,0,477
438,0,0,438
449,0,0,449
381,0,0,381
237,0,0,237
60,0,0,60
2,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
43,4,1,45
145,372,143,288
264,454,263,526
413,356,270,683
575,199,178,753
667,25,24,690
515,0,0,515
346,0,0,346
356,0,0,356
321,0,0,321
205,0,0,205
66,0,0,66
3,0,0,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21,0,0,21
127,0,0,127
275,0,0,275
420,239,199,619
567,165,141,708
525,123,120,645
149,0,0,149
38,0,0,38
235,0,0,235
250,0,0,250
108,0,0,108
35,0,0,35
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
35,0,0,35
213,27,12,226
311,283,180,491
253,690,534,787
428,470,416,845
311,10,10,321
288,0,0,288
393,0,0,393
411,0,0,411
246,0,0,246
162,0,0,162
58,0,0,58
2,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
33,0,0,33
152,81,37,189
294,40,18,313
323,0,0,323
287,0,0,287
197,0,0,197
535,0,0,535
477,0,0,477
383,0,0,383
160,0,0,160
172,0,0,172
55,0,0,55
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23,0,0,23
160,0,0,160
281,0,0,281
299,0,0,299
230,0,0,230
488,0,0,488
422,0,0,422
536,0,0,536
381,83,61,442
357,226,145,502
203,16,9,212
49,0,0,49
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29,0,0,29
201,2,1,201
285,337,217,502
486,140,96,582
533,0,0,533
568,221,220,788
525,113,112,637
515,218,199,715
495,46,40,535
347,244,153,501
226,15,7,234
66,70,12,78
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
33,0,0,33
188,17,8,196
329,170,105,433
448,255,197,645
614,147,133,747
662,167,163,826
622,17,17,639
498,324,300,798
369,30,27,395
181,0,0,181
191,0,0,191
54,0,0,54
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13,0,0,13
33,0,0,33
157,0,0,157
259,0,0,259
250,0,0,250
481,0,0,481
81,0,0,81
79,0,0,79
67,0,0,67
90,0,0,90
65,0,0,65
12,0,0,12
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
37,0,0,37
111,3,2,113
301,274,168,469
283,622,490,773
524,143,122,647
225,0,0,225
267,0,0,267
226,2,2,227
403,114,92,495
219,0,0,219
50,0,0,50
10,0,0,10
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19,0,0,19
114,0,0,114
179,0,0,179
420,24,19,439
316,0,0,316
379,0,0,379
506,38,37,542
485,19,18,503
299,0,0,299
181,0,0,181
141,0,0,141
56,0,0,56
2,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12,0,0,12
44,0,0,44
108,0,0,108
94,0,0,94
293,0,0,293
339,0,0,339
219,0,0,219
207,0,0,207
228,0,0,228
283,0,0,283
208,0,0,208
58,0,0,58
2,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
58,0,0,58
208,0,0,208
353,108,74,426
461,79,58,519
507,14,12,518
633,54,53,687
621,0,0,621
175,0,0,175
121,0,0,121
306,0,0,306
157,0,0,157
43,0,0,43
2,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
58,5,2,60
110,571,232,342
272,442,264,536
381,386,290,671
229,0,0,229
385,117,117,502
448,59,59,507
234,0,0,234
210,0,0,210
281,0,0,281
210,0,0,210
70,7,1,71
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
57,128,30,87
107,621,243,350
196,652,386,582
350,88,60,411
325,0,0,325
490,9,9,499
204,0,0,204
190,0,0,190
310,0,0,310
283,0,0,283
223,0,0,223
56,0,0,56
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
67,0,0,67
181,0,0,181
211,191,132,343
281,562,428,709
330,0,0,330
214,0,0,214
364,0,0,364
382,0,0,382
249,0,0,249
247,156,82,329
206,190,87,294
69,0,0,69
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
69,44,10,79
221,22,5,226
344,0,0,344
365,0,0,365
487,0,0,487
377,0,0,377
412,0,0,412
474,184,162,636
387,383,312,699
361,173,110,471
221,9,5,226
63,0,0,63
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
34,0,0,34
84,0,0,84
134,0,0,134
205,0,0,205
367,0,0,367
263,0,0,263
426,1,1,428
574,85,79,653
406,349,258,664
131,804,493,624
125,520,221,346
50,29,8,58
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
46,0,0,46
211,19,10,221
155,690,440,595
88,979,775,862
107,990,910,1017
498,362,353,851
447,12,12,459
435,0,0,435
337,0,0,337
279,0,0,279
141,0,0,141
60,0,0,60
2,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
44,0,0,44
171,0,0,171
249,0,0,249
448,1,1,449
566,134,126,692
608,161,159,767
612,151,149,761
477,337,304,780
176,800,636,812
239,477,305,544
189,25,13,202
41,0,0,41
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
59,0,0,59
149,197,96,245
346,126,67,413
419,37,27,446
362,0,0,362
555,0,0,555
469,31,30,499
565,166,155,720
410,4,4,414
263,0,0,263
204,0,0,204
57,0,0,57
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
48,1,1,48
156,335,152,308
277,172,89,366
376,275,231,607
503,107,91,594
623,19,19,642
434,0,0,434
210,0,0,210
328,167,121,449
279,87,62,341
190,237,90,280
71,47,11,81
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
52,0,0,52
178,1,0,179
362,87,57,420
386,170,131,518
164,0,0,164
183,0,0,183
141,0,0,141
497,0,0,497
365,0,0,365
385,36,18,403
203,159,66,270
49,0,0,49
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,1
64,38,5,69
169,0,0,169
371,60,42,413
489,143,112,601
429,19,16,445
401,0,0,401
459,205,199,658
495,301,284,778
462,17,14,476
278,0,0,278
219,54,15,234
70,27,8,77
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22,0,0,22
116,0,0,116
195,0,0,195
327,312,268,596
325,601,543,868
451,1,1,451
455,0,0,455
445,0,0,445
442,180,131,574
177,681,408,585
194,183,80,274
53,31,9,62
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
69,1,0,69
194,55,21,215
236,0,0,236
350,3,3,353
456,163,149,605
436,2,2,438
428,433,422,850
264,498,469,733
348,297,238,586
275,414,227,502
102,634,251,352
43,276,53,96
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
82,4,1,84
178,225,85,263
349,41,25,374
381,0,0,381
476,0,0,476
546,0,0,546
514,0,0,514
559,43,38,596
413,26,22,435
255,438,254,509
191,99,49,239
38,253,39,77
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
64,164,42,106
88,727,298,386
108,870,540,647
124,928,741,865
137,955,883,1019
193,894,882,1075
209,871,857,1065
287,502,473,759
341,391,291,632
233,215,139,371
174,75,30,204
66,18,5,71
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
56,0,0,56
214,70,35,249
287,414,257,544
335,528,423,758
328,649,603,931
323,704,695,1018
360,319,317,677
399,342,312,712
286,47,41,327
297,96,49,346
145,471,176,320
54,148,32,86
2,1,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,2,0,1
76,100,13,89
235,56,28,263
355,217,135,491
433,304,244,677
596,125,112,708
356,441,436,792
459,295,285,744
356,546,511,867
383,61,46,429
378,96,62,440
234,44,15,250
67,13,3,70
2,2,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,2,0,1
52,317,68,120
87,735,301,388
101,877,547,647
112,938,750,861
508,278,248,756
569,165,164,733
314,674,665,979
471,351,314,785
290,569,454,745
360,145,86,446
173,39,20,193
47,4,0,47
1,2,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
81,3,1,82
153,424,193,346
151,768,474,626
208,763,607,816
438,114,99,537
401,144,143,544
490,280,277,768
320,0,0,320
210,0,0,210
94,0,0,94
82,0,0,82
30,0,0,30
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,1
59,251,56,115
109,652,269,378
138,798,498,636
328,502,406,734
286,713,652,938
285,518,510,795
253,685,672,925
282,711,652,934
412,205,170,582
234,0,0,234
141,2,0,141
57,92,14,70
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
18,0,0,18
85,0,0,85
141,0,0,141
255,0,0,255
318,0,0,318
192,0,0,192
322,5,5,327
281,607,543,823
233,612,497,730
225,4,3,229
123,0,0,123
58,0,0,58
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,1
55,283,67,121
91,714,292,383
272,448,272,544
409,336,269,678
482,64,55,537
625,37,37,662
310,19,19,328
199,0,0,199
290,3,2,292
294,263,154,449
179,34,17,196
35,0,0,35
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
45,0,0,45
220,8,4,224
404,5,3,407
529,66,54,583
634,36,33,668
489,101,100,590
551,51,50,601
497,117,101,599
429,291,227,655
284,243,154,438
110,0,0,110
47,9,1,49
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,1
80,121,27,108
154,471,199,353
273,432,275,548
297,566,441,738
588,43,40,628
610,14,14,624
239,0,0,239
128,0,0,128
131,0,0,131
99,0,0,99
55,0,0,55
21,0,0,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
16,0,0,16
75,0,0,75
163,0,0,163
271,0,0,271
165,0,0,165
223,0,0,223
194,0,0,194
409,0,0,409
336,0,0,336
114,0,0,114
138,0,0,138
45,0,0,45
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,1,0,2
87,54,9,95
148,463,205,353
309,342,201,510
249,15,11,260
304,0,0,304
144,0,0,144
441,0,0,441
387,0,0,387
181,0,0,181
259,0,0,259
160,0,0,160
33,0,0,33
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
76,0,0,76
251,0,0,251
315,0,0,315
357,0,0,357
513,0,0,513
610,42,42,652
472,46,45,518
445,42,36,481
455,21,18,473
310,0,0,310
199,0,0,199
60,0,0,60
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
89,15,4,93
218,212,94,312
168,694,443,611
312,547,429,741
333,596,551,884
460,83,80,540
480,8,7,487
464,246,226,690
312,0,0,312
287,0,0,287
193,115,31,224
56,84,19,75
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,4,0,3
81,4,1,82
201,272,126,326
369,174,104,472
469,40,30,499
528,86,79,606
483,1,1,484
451,362,348,799
187,568,526,713
352,0,0,352
365,12,7,372
116,0,0,116
23,0,0,23
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
56,0,0,56
223,17,9,231
405,10,5,411
367,1,0,367
404,0,0,404
443,0,0,443
560,29,28,588
537,51,46,583
314,243,171,484
330,181,121,451
187,5,2,189
49,0,0,49
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
71,61,17,88
210,271,107,316
318,283,190,508
387,97,69,456
410,6,5,416
379,519,510,890
122,96,95,217
327,173,148,475
403,86,74,478
346,0,0,346
165,0,0,165
39,0,0,39
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,1,0,2
92,68,13,106
165,388,183,347
216,605,367,583
502,53,38,540
504,0,0,504
638,20,19,658
584,50,49,633
488,219,189,677
324,481,377,702
306,300,168,474
183,178,67,251
57,100,20,76
1,1,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
58,1,0,58
213,45,18,232
336,198,124,460
326,14,10,336
440,3,3,443
578,178,175,752
545,266,259,804
494,290,263,758
496,70,56,552
246,0,0,246
195,12,5,199
51,0,0,51
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
58,0,0,58
238,46,24,262
343,230,143,486
438,64,52,489
390,20,17,407
464,0,0,464
493,0,0,493
553,29,27,579
254,1,0,254
281,191,99,380
190,166,72,262
64,22,3,67
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,3,0,3
67,307,64,131
190,350,146,337
202,589,385,587
120,904,723,843
283,549,494,777
405,0,0,405
358,0,0,358
493,87,74,567
421,187,137,558
316,205,116,432
181,76,35,216
52,155,22,74
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
61,0,0,61
168,0,0,168
251,0,0,251
171,1,1,172
472,227,214,687
470,400,389,859
417,229,219,636
428,92,88,515
314,0,0,314
263,2,1,264
191,167,56,246
49,161,26,76
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
70,0,0,70
134,0,0,134
350,12,9,359
349,6,4,353
415,47,45,460
570,202,197,767
508,308,299,807
378,115,101,479
424,239,182,606
168,667,378,546
125,474,185,310
47,217,35,82
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,2,0,4
87,171,31,118
185,19,5,191
315,0,0,315
269,0,0,269
259,0,0,259
312,0,0,312
595,5,4,599
457,280,253,710
451,50,35,486
278,25,17,295
153,0,0,153
55,0,0,55
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
66,2,1,67
218,171,75,293
344,182,109,453
381,0,0,381
396,0,0,396
263,0,0,263
538,21,20,559
311,12,11,322
365,288,207,573
289,100,69,358
213,63,20,232
59,78,13,72
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5,13,1,6
38,540,115,154
60,837,353,413
188,667,409,597
245,663,530,775
155,879,808,964
434,151,144,578
463,152,144,607
464,328,291,755
170,794,597,767
183,617,355,538
82,678,249,331
36,286,52,88
1,1,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
75,157,44,120
181,402,152,333
398,39,27,426
358,410,324,682
584,23,20,604
570,3,3,573
555,206,199,753
433,229,207,640
305,6,3,308
158,611,335,493
92,600,233,325
54,123,23,76
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
97,17,5,102
192,321,145,337
131,775,493,624
367,138,98,465
462,92,83,545
368,0,0,368
373,38,35,408
432,363,326,758
466,25,21,487
334,119,61,395
177,114,49,225
41,0,0,41
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
28,0,0,28
205,0,0,205
371,20,14,385
328,10,7,335
300,0,0,300
437,0,0,437
456,0,0,456
247,0,0,247
314,2,1,315
314,129,77,391
187,185,57,244
45,200,34,80
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
81,0,0,81
204,176,90,295
193,627,384,577
474,142,109,584
528,186,171,699
333,37,35,368
188,717,687,875
429,309,282,711
255,565,424,680
205,546,316,521
134,468,164,298
42,197,39,81
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
32,0,0,32
110,0,0,110
274,0,0,274
460,1,1,461
572,55,50,622
586,131,128,713
386,13,13,399
309,3,3,312
358,356,262,619
268,249,156,424
155,1,0,155
59,30,4,63
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
41,0,0,41
147,0,0,147
341,2,2,343
456,157,125,580
452,196,185,637
310,649,628,938
181,855,819,1000
102,956,847,949
163,792,596,759
88,851,492,580
131,416,166,297
52,155,24,76
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
76,0,0,76
227,2,2,229
315,267,175,490
371,386,303,674
569,50,44,613
523,176,170,693
502,1,1,503
471,256,219,691
412,143,116,528
289,254,141,430
177,247,90,267
55,104,18,73
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
74,139,40,113
186,359,135,321
369,1,0,370
371,0,0,371
546,9,9,554
375,10,9,385
299,493,474,773
435,0,0,435
416,1,1,417
266,320,162,428
96,522,211,307
53,0,0,53
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,4,1,2
39,502,112,151
57,835,352,409
80,902,563,643
372,383,296,668
458,109,96,554
326,0,0,326
579,43,41,619
487,239,214,700
418,9,8,426
253,0,0,253
150,0,0,150
51,4,0,51
1,2,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
97,2,1,97
237,109,45,282
328,242,150,478
410,19,13,423
549,45,42,591
559,62,59,618
232,751,716,948
408,403,357,765
188,733,550,738
243,421,231,474
154,245,108,262
58,0,0,58
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5,0,0,5
79,2,1,79
233,99,40,274
364,139,88,451
449,21,16,465
444,331,302,746
539,248,238,778
587,119,113,700
507,30,28,535
416,120,83,499
332,60,41,373
196,1,0,196
54,38,5,59
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
79,18,3,82
158,0,0,158
365,0,0,365
404,38,32,436
526,27,24,550
325,477,459,783
479,0,0,479
430,0,0,430
415,0,0,415
259,0,0,259
175,5,1,177
63,3,1,64
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
44,0,0,44
88,0,0,88
183,0,0,183
198,0,0,198
102,0,0,102
43,0,0,43
346,0,0,346
272,0,0,272
216,0,0,216
163,0,0,163
140,0,0,140
41,0,0,41
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
67,0,0,67
206,145,74,280
209,553,354,563
323,145,103,426
330,345,310,640
439,0,0,439
424,0,0,424
323,0,0,323
319,200,137,455
273,324,187,460
163,325,106,269
47,147,33,79
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5,37,3,8
83,182,43,126
169,398,174,343
104,825,520,624
252,631,490,742
368,89,75,443
281,0,0,281
115,0,0,115
129,0,0,129
373,54,37,409
280,212,128,408
122,0,0,122
53,6,1,54
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,2,0,3
72,119,19,91
227,0,0,227
388,37,24,412
405,294,233,638
336,554,501,837
375,284,271,646
199,0,0,199
235,0,0,235
310,0,0,310
181,0,0,181
91,0,0,91
46,4,0,46
1,2,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
38,0,0,38
144,2,1,145
251,369,248,499
92,931,735,827
191,811,725,916
379,530,506,886
264,720,680,944
126,916,803,929
311,451,351,662
272,260,155,427
177,9,2,180
42,4,1,43
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,3,1,2
55,378,83,139
97,688,290,387
129,791,492,620
233,692,536,769
444,383,346,790
355,509,485,840
426,0,0,426
158,0,0,158
123,0,0,123
117,0,0,117
86,0,0,86
45,0,0,45
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,1,0,4
96,52,11,107
167,395,180,347
162,720,448,610
267,636,491,758
263,708,639,903
