#Meteo hourly data
#Site, Solcast_site_-74.072092_4.710989
#Country, Colombia
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 4.7110
#Longitude, -74.0721
#Altitude, 2557
#Time Zone, -5.0
Year,Month,Day,Hour,Minute,Tamb,Albedo,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,GtiFixedTilt,GtiTracking,Pw,Pressure,SnowDepth,WindDir,WindVel,Zenith
Year,Month,Day,Hour,Minute,[deg.C],[(0 - 1)],[degree],[%],[deg.C],[W/m2],[W/m2],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[mbar],[cm],[degree],[m/s],[degree]
2019,1,23,0,0,13.5,0.12,-161,30.7,13.0,0,0,0,0,0,0,1.94,810.7,0.0,132,2.1,163
2019,1,23,1,0,13.2,0.12,-129,30.5,12.9,0,0,0,0,0,0,1.9,810.5,0.0,132,2.1,155
2019,1,23,2,0,13.0,0.12,-117,30.6,12.8,0,0,0,0,0,0,1.87,810.3,0.0,131,2.1,142
2019,1,23,3,0,12.9,0.12,-112,28.9,12.7,0,0,0,0,0,0,1.84,810.0,0.0,130,2.1,128
2019,1,23,4,0,13.3,0.12,-110,31.0,13.1,0,0,0,0,0,0,1.87,810.1,0.0,129,2.2,114
2019,1,23,5,0,14.2,0.12,-109,38.6,13.8,0,0,0,0,0,0,1.97,810.4,0.0,128,2.4,100
2019,1,23,6,0,15.1,0.12,-110,37.4,14.4,36,0,0,36,36,36,2.07,810.7,0.0,128,2.5,86
2019,1,23,7,0,16.1,0.12,-113,38.9,14.3,172,0,0,172,172,172,2.12,811.1,0.0,127,2.8,72
2019,1,23,8,0,17.2,0.12,-117,56.4,13.3,228,0,0,228,227,228,2.12,811.4,0.0,126,3.0,59
2019,1,23,9,0,18.3,0.12,-124,52.8,12.3,352,26,19,371,372,378,2.13,811.7,0.0,125,3.3,46
2019,1,23,10,0,19.3,0.12,-137,46.7,11.7,471,26,21,493,493,497,2.13,811.5,0.0,125,3.3,34
2019,1,23,11,0,20.2,0.12,-160,59.0,11.7,417,0,0,417,416,417,2.14,810.7,0.0,125,3.3,26
2019,1,23,12,0,21.1,0.12,168,82.3,11.6,181,0,0,181,181,181,2.15,809.9,0.0,126,3.2,25
2019,1,23,13,0,21.6,0.12,141,65.6,11.5,255,78,63,318,321,329,2.16,809.1,0.0,126,3.1,32
2019,1,23,14,0,21.5,0.12,126,67.8,11.5,243,31,25,268,269,273,2.16,808.5,0.0,126,2.8,43
2019,1,23,15,0,21.4,0.12,118,81.7,11.5,108,0,0,108,108,108,2.17,807.8,0.0,125,2.6,56
2019,1,23,16,0,21.1,0.12,113,31.4,12.1,166,165,59,225,231,339,2.19,807.8,0.0,128,2.5,69
2019,1,23,17,0,20.7,0.12,111,11.3,13.2,65,81,14,78,81,99,2.22,808.4,0.0,133,2.5,83
2019,1,23,18,0,20.2,0.12,109,0.0,14.3,0,1,0,0,0,0,2.26,809.1,0.0,138,2.6,97
2019,1,23,19,0,19.0,0.12,109,0.0,14.4,0,0,0,0,0,0,2.27,809.7,0.0,140,2.7,111
2019,1,23,20,0,17.3,0.12,111,0.0,13.6,0,0,0,0,0,0,2.25,810.3,0.0,137,2.6,125
2019,1,23,21,0,15.6,0.12,115,0.0,12.8,0,0,0,0,0,0,2.23,810.8,0.0,135,2.5,139
2019,1,23,22,0,14.4,0.12,125,0.0,12.4,0,0,0,0,0,0,2.21,811.0,0.0,134,2.4,152
2019,1,23,23,0,13.9,0.12,151,0.0,12.3,0,0,0,0,0,0,2.19,810.8,0.0,133,2.3,162
2019,1,24,0,0,13.4,0.12,-161,0.0,12.3,0,0,0,0,0,0,2.17,810.5,0.0,133,2.2,164
2019,1,24,1,0,13.1,0.12,-129,0.0,12.3,0,0,0,0,0,0,2.15,810.2,0.0,131,2.0,155
2019,1,24,2,0,13.0,0.12,-117,0.0,12.2,0,0,0,0,0,0,2.14,809.9,0.0,128,1.9,142
2019,1,24,3,0,12.9,0.12,-111,0.0,12.2,0,0,0,0,0,0,2.13,809.6,0.0,123,1.8,128
2019,1,24,4,0,13.3,0.12,-109,0.0,12.6,0,0,0,0,0,0,2.14,809.6,0.0,122,1.8,114
2019,1,24,5,0,14.3,0.12,-109,29.4,13.5,0,0,0,0,0,0,2.19,810.0,0.0,123,1.9,100
2019,1,24,6,0,15.3,0.12,-110,46.1,14.4,32,0,0,32,32,32,2.23,810.3,0.0,124,2.0,86
2019,1,24,7,0,16.3,0.12,-112,41.5,14.4,164,3,1,166,166,168,2.26,810.6,0.0,126,2.3,72
2019,1,24,8,0,17.3,0.12,-116,45.4,13.7,282,11,5,287,287,294,2.27,811.0,0.0,128,2.7,59
2019,1,24,9,0,18.3,0.12,-124,41.0,13.0,404,73,55,459,461,476,2.28,811.3,0.0,129,3.0,46
2019,1,24,10,0,19.2,0.12,-137,15.9,12.7,354,512,424,778,797,834,2.3,811.2,0.0,131,3.2,34
2019,1,24,11,0,20.0,0.12,-160,36.8,12.8,582,67,61,643,645,644,2.31,810.6,0.0,132,3.2,26
2019,1,24,12,0,20.9,0.12,168,17.0,12.9,397,503,455,852,871,857,2.32,809.9,0.0,134,3.1,25
2019,1,24,13,0,21.3,0.12,141,39.9,12.9,448,146,129,576,581,582,2.33,809.3,0.0,134,3.0,32
2019,1,24,14,0,21.4,0.12,126,37.6,13.0,465,53,37,503,504,519,2.34,808.6,0.0,133,2.8,43
2019,1,24,15,0,21.5,0.12,118,26.4,13.0,345,178,96,441,448,537,2.35,808.0,0.0,131,2.6,55
2019,1,24,16,0,21.2,0.12,113,19.4,13.5,157,353,121,278,292,511,2.37,808.0,0.0,130,2.5,69
2019,1,24,17,0,20.7,0.12,110,5.8,14.5,46,260,49,95,104,172,2.42,808.6,0.0,129,2.4,83
2019,1,24,18,0,20.2,0.12,109,4.3,15.5,0,1,0,0,0,0,2.46,809.3,0.0,129,2.4,97
2019,1,24,19,0,19.2,0.12,109,7.6,15.7,0,0,0,0,0,0,2.49,809.9,0.0,129,2.4,111
2019,1,24,20,0,17.6,0.12,111,13.7,15.0,0,0,0,0,0,0,2.5,810.5,0.0,128,2.3,125
2019,1,24,21,0,16.1,0.12,115,0.0,14.3,0,0,0,0,0,0,2.52,811.0,0.0,128,2.2,139
2019,1,24,22,0,15.1,0.12,124,0.0,13.9,0,0,0,0,0,0,2.53,811.3,0.0,128,2.1,152
2019,1,24,23,0,14.7,0.12,150,0.0,13.9,0,0,0,0,0,0,2.54,811.3,0.0,129,2.0,162
2019,1,25,0,0,14.4,0.12,-161,0.0,13.8,0,0,0,0,0,0,2.55,811.3,0.0,130,1.9,164
2019,1,25,1,0,14.1,0.12,-129,0.0,13.7,0,0,0,0,0,0,2.56,811.1,0.0,131,1.8,155
2019,1,25,2,0,13.9,0.12,-116,0.0,13.6,0,0,0,0,0,0,2.56,810.7,0.0,129,1.7,142
2019,1,25,3,0,13.8,0.12,-111,0.0,13.6,0,0,0,0,0,0,2.56,810.3,0.0,128,1.6,129
2019,1,25,4,0,14.1,0.12,-109,0.0,13.9,0,0,0,0,0,0,2.53,810.2,0.0,123,1.5,115
2019,1,25,5,0,15.0,0.12,-109,16.6,14.6,0,0,0,0,0,0,2.48,810.4,0.0,116,1.4,100
2019,1,25,6,0,15.9,0.12,-110,10.9,15.3,26,201,28,54,61,73,2.43,810.6,0.0,107,1.3,86
2019,1,25,7,0,16.7,0.12,-112,15.7,15.4,119,413,131,250,265,499,2.41,810.9,0.0,108,1.5,72
2019,1,25,8,0,17.6,0.12,-116,14.2,14.8,207,497,271,478,496,715,2.42,811.3,0.0,114,1.8,59
2019,1,25,9,0,18.4,0.12,-123,9.8,14.3,209,685,487,696,720,863,2.43,811.8,0.0,119,2.2,46
2019,1,25,10,0,19.2,0.12,-136,0.1,14.0,114,979,810,924,957,1020,2.44,811.6,0.0,121,2.3,34
2019,1,25,11,0,19.8,0.12,-160,18.4,14.0,406,471,420,826,844,838,2.45,810.8,0.0,121,2.2,26
2019,1,25,12,0,20.5,0.12,168,22.3,14.0,434,399,363,797,812,799,2.45,810.0,0.0,121,2.0,25
2019,1,25,13,0,20.8,0.12,141,15.5,14.0,293,603,505,798,819,851,2.46,809.3,0.0,118,1.9,32
2019,1,25,14,0,20.7,0.12,126,15.5,13.9,289,525,391,680,699,790,2.48,808.6,0.0,114,1.7,43
2019,1,25,15,0,20.6,0.12,117,39.3,13.8,339,38,24,363,364,378,2.5,807.9,0.0,108,1.6,55
2019,1,25,16,0,20.5,0.12,113,33.7,14.2,190,119,39,229,234,315,2.5,807.9,0.0,103,1.5,69
2019,1,25,17,0,20.3,0.12,110,15.8,14.9,46,193,37,83,89,145,2.46,808.6,0.0,100,1.5,83
2019,1,25,18,0,20.2,0.12,109,0.0,15.6,0,1,0,0,0,0,2.43,809.3,0.0,96,1.5,97
2019,1,25,19,0,19.1,0.12,109,0.0,15.4,0,0,0,0,0,0,2.4,809.9,0.0,98,1.6,111
2019,1,25,20,0,17.2,0.12,110,0.0,14.5,0,0,0,0,0,0,2.37,810.4,0.0,103,1.7,125
2019,1,25,21,0,15.3,0.12,114,0.0,13.6,0,0,0,0,0,0,2.34,811.0,0.0,108,1.9,139
2019,1,25,22,0,14.3,0.12,124,0.0,13.2,0,0,0,0,0,0,2.31,811.2,0.0,112,2.0,152
2019,1,25,23,0,14.2,0.12,150,1.5,13.3,0,0,0,0,0,0,2.27,811.1,0.0,117,1.9,162
2019,1,26,0,0,14.1,0.12,-161,2.4,13.4,0,0,0,0,0,0,2.22,811.0,0.0,121,1.8,164
2019,1,26,1,0,13.9,0.12,-128,11.6,13.4,0,0,0,0,0,0,2.18,810.8,0.0,123,1.8,155
2019,1,26,2,0,13.6,0.12,-116,22.7,13.2,0,0,0,0,0,0,2.13,810.3,0.0,121,1.9,142
2019,1,26,3,0,13.4,0.12,-111,30.3,13.1,0,0,0,0,0,0,2.08,809.8,0.0,119,1.9,129
2019,1,26,4,0,13.6,0.12,-109,30.9,13.3,0,0,0,0,0,0,2.08,809.9,0.0,117,1.9,115
2019,1,26,5,0,14.4,0.12,-109,30.6,14.0,0,0,0,0,0,0,2.14,810.3,0.0,116,1.7,100
2019,1,26,6,0,15.1,0.12,-110,25.9,14.6,37,42,6,43,45,49,2.19,810.8,0.0,114,1.6,86
2019,1,26,7,0,16.0,0.12,-112,24.0,15.0,150,230,84,234,243,398,2.19,811.1,0.0,116,1.7,72
2019,1,26,8,0,17.0,0.12,-116,15.4,15.0,228,468,239,467,484,713,2.13,811.2,0.0,120,2.0,59
2019,1,26,9,0,18.0,0.12,-123,14.9,15.0,310,507,348,658,677,811,2.08,811.3,0.0,124,2.3,46
2019,1,26,10,0,19.1,0.12,-136,18.9,14.6,425,402,333,758,774,807,2.04,811.0,0.0,125,2.4,34
2019,1,26,11,0,20.5,0.12,-159,11.7,13.7,353,614,552,905,929,918,2.03,810.1,0.0,126,2.3,26
2019,1,26,12,0,21.9,0.12,168,4.5,12.8,222,846,768,990,1020,998,2.02,809.3,0.0,127,2.2,25
2019,1,26,13,0,22.5,0.12,141,5.6,12.3,223,808,690,913,942,973,2.02,808.5,0.0,127,2.1,31
2019,1,26,14,0,22.6,0.12,125,2.0,12.1,149,890,656,805,835,993,2.03,807.6,0.0,126,2.0,42
2019,1,26,15,0,22.6,0.12,117,0.0,12.0,102,894,511,613,643,973,2.04,806.8,0.0,124,1.9,55
2019,1,26,16,0,22.4,0.12,113,0.1,12.4,82,761,280,362,387,824,2.06,807.5,0.0,124,1.9,69
2019,1,26,17,0,22.1,0.12,110,3.2,13.4,45,319,57,102,112,187,2.07,809.7,0.0,125,2.0,83
2019,1,26,18,0,21.7,0.12,109,1.8,14.3,0,1,0,0,0,0,2.08,811.9,0.0,126,2.1,97
2019,1,26,19,0,20.5,0.12,109,11.9,14.6,0,0,0,0,0,0,2.09,813.3,0.0,126,2.1,111
2019,1,26,20,0,18.6,0.12,110,0.0,14.1,0,0,0,0,0,0,2.1,813.9,0.0,125,2.1,125
2019,1,26,21,0,16.7,0.12,114,0.0,13.7,0,0,0,0,0,0,2.12,814.6,0.0,124,2.0,139
2019,1,26,22,0,15.4,0.12,123,0.0,13.5,0,0,0,0,0,0,2.11,814.8,0.0,123,2.1,152
2019,1,26,23,0,14.9,0.12,149,0.0,13.4,0,0,0,0,0,0,2.08,814.7,0.0,123,2.1,163
2019,1,27,0,0,14.4,0.12,-161,0.0,13.3,0,0,0,0,0,0,2.05,814.6,0.0,122,2.2,164
2019,1,27,1,0,14.0,0.12,-128,0.0,13.3,0,0,0,0,0,0,2.02,814.4,0.0,122,2.2,155
2019,1,27,2,0,13.8,0.12,-116,0.0,13.2,0,0,0,0,0,0,1.99,814.0,0.0,122,2.2,143
2019,1,27,3,0,13.6,0.12,-111,0.6,13.2,0,0,0,0,0,0,1.96,813.7,0.0,122,2.1,129
2019,1,27,4,0,13.9,0.12,-109,5.7,13.5,0,0,0,0,0,0,1.99,813.7,0.0,118,1.9,115
2019,1,27,5,0,14.7,0.12,-108,27.6,14.2,0,0,0,0,0,0,2.06,814.2,0.0,110,1.6,101
2019,1,27,6,0,15.6,0.12,-109,27.6,14.9,36,50,9,45,47,59,2.13,814.7,0.0,98,1.3,86
2019,1,27,7,0,16.7,0.12,-112,7.8,14.8,104,524,169,273,292,595,2.17,815.1,0.0,98,1.3,72
2019,1,27,8,0,18.1,0.12,-116,1.5,14.0,105,847,437,542,570,938,2.19,815.6,0.0,110,1.6,59
2019,1,27,9,0,19.5,0.12,-123,9.6,13.2,226,670,473,699,722,873,2.21,816.1,0.0,117,2.0,46
2019,1,27,10,0,20.5,0.12,-135,45.3,12.7,420,101,86,505,509,516,2.23,815.9,0.0,123,2.1,34
2019,1,27,11,0,21.3,0.12,-159,35.6,12.5,537,133,118,654,659,660,2.26,815.2,0.0,130,2.0,26
2019,1,27,12,0,22.1,0.12,168,26.8,12.3,563,208,189,752,760,755,2.29,814.5,0.0,139,1.9,24
2019,1,27,13,0,22.3,0.12,140,35.4,12.3,364,295,259,623,634,640,2.33,813.9,0.0,141,1.6,31
2019,1,27,14,0,22.0,0.12,125,25.4,12.4,391,294,211,602,613,682,2.37,813.2,0.0,135,1.3,42
2019,1,27,15,0,21.6,0.12,117,17.5,12.5,277,386,223,500,515,676,2.41,812.5,0.0,124,0.9,55
2019,1,27,16,0,21.3,0.12,112,32.8,13.0,222,45,16,239,240,273,2.46,812.4,0.0,99,0.8,69
2019,1,27,17,0,21.1,0.12,110,9.3,13.9,64,151,22,86,91,110,2.52,812.9,0.0,75,1.1,83
2019,1,27,18,0,20.8,0.12,108,22.1,14.9,0,1,0,0,0,0,2.57,813.4,0.0,61,1.4,97
2019,1,27,19,0,19.8,0.12,108,31.9,15.1,0,0,0,0,0,0,2.59,813.9,0.0,58,1.6,111
2019,1,27,20,0,18.1,0.12,110,24.8,14.6,0,0,0,0,0,0,2.57,814.3,0.0,59,1.6,125
2019,1,27,21,0,16.5,0.12,113,26.5,14.1,0,0,0,0,0,0,2.55,814.7,0.0,61,1.7,139
2019,1,27,22,0,15.5,0.12,123,29.1,13.8,0,0,0,0,0,0,2.54,814.9,0.0,61,1.7,152
2019,1,27,23,0,15.2,0.12,149,25.2,13.8,0,0,0,0,0,0,2.53,814.9,0.0,59,1.6,163
2019,1,28,0,0,14.9,0.13,-161,30.1,13.8,0,0,0,0,0,0,2.52,815.0,0.0,58,1.5,165
2019,1,28,1,0,14.6,0.13,-127,30.0,13.7,0,0,0,0,0,0,2.51,814.8,0.0,54,1.4,156
2019,1,28,2,0,14.3,0.13,-115,12.2,13.6,0,0,0,0,0,0,2.5,814.4,0.0,48,1.3,143
2019,1,28,3,0,14.1,0.13,-110,0.0,13.5,0,0,0,0,0,0,2.49,814.1,0.0,42,1.3,129
2019,1,28,4,0,14.3,0.13,-108,0.0,13.8,0,0,0,0,0,0,2.51,814.1,0.0,40,1.3,115
2019,1,28,5,0,15.0,0.13,-108,15.5,14.5,0,0,0,0,0,0,2.56,814.4,0.0,43,1.3,101
2019,1,28,6,0,15.7,0.13,-109,20.0,15.1,37,23,3,41,42,44,2.61,814.7,0.0,46,1.3,86
2019,1,28,7,0,16.3,0.13,-111,24.2,15.5,173,106,41,214,218,289,2.64,815.1,0.0,49,1.3,72
2019,1,28,8,0,16.9,0.13,-115,5.4,15.7,177,631,327,504,526,825,2.64,815.5,0.0,51,1.3,59
2019,1,28,9,0,17.4,0.13,-122,10.6,15.9,294,537,377,671,691,825,2.64,815.8,0.0,54,1.2,45
2019,1,28,10,0,17.8,0.13,-135,36.6,16.1,369,236,189,558,566,596,2.65,815.8,0.0,52,1.2,34
2019,1,28,11,0,18.1,0.13,-159,47.2,16.3,417,110,99,516,520,519,2.67,815.3,0.0,43,1.0,25
2019,1,28,12,0,18.4,0.13,168,80.8,16.4,195,0,0,195,194,195,2.69,814.9,0.0,33,0.9,24
2019,1,28,13,0,18.5,0.13,140,97.8,16.4,27,0,0,27,27,27,2.71,814.3,0.0,21,1.0,31
2019,1,28,14,0,18.3,0.13,125,96.5,16.3,28,0,0,28,28,28,2.73,813.7,0.0,11,1.3,42
2019,1,28,15,0,18.2,0.13,117,71.3,16.2,151,0,0,151,151,151,2.74,813.0,0.0,6,1.6,55
2019,1,28,16,0,18.1,0.13,112,70.0,16.4,97,0,0,97,97,97,2.79,813.0,0.0,357,1.5,68
2019,1,28,17,0,18.2,0.13,109,34.9,16.8,52,0,0,52,51,52,2.86,813.7,0.0,339,1.1,82
2019,1,28,18,0,18.3,0.13,108,32.1,17.2,0,0,0,0,0,0,2.94,814.4,0.0,310,1.0,97
2019,1,28,19,0,17.9,0.13,108,40.5,17.0,0,0,0,0,0,0,2.99,815.0,0.0,299,0.9,111
2019,1,28,20,0,16.9,0.13,109,44.0,16.3,0,0,0,0,0,0,3.03,815.5,0.0,315,0.6,125
2019,1,28,21,0,15.9,0.13,113,44.5,15.6,0,0,0,0,0,0,3.06,815.9,0.0,343,0.5,139
2019,1,28,22,0,15.3,0.13,122,45.0,15.3,0,0,0,0,0,0,3.11,816.1,0.0,358,0.5,152
2019,1,28,23,0,15.3,0.13,148,42.8,15.2,0,0,0,0,0,0,3.18,815.9,0.0,353,0.4,163
2019,1,29,0,0,15.2,0.13,-161,39.4,15.2,0,0,0,0,0,0,3.25,815.8,0.0,348,0.4,165
2019,1,29,1,0,15.1,0.13,-127,39.7,15.1,0,0,0,0,0,0,3.29,815.4,0.0,341,0.3,156
2019,1,29,2,0,15.0,0.13,-115,43.0,15.0,0,0,0,0,0,0,3.3,814.9,0.0,326,0.2,143
2019,1,29,3,0,15.0,0.13,-110,45.9,14.9,0,0,0,0,0,0,3.31,814.4,0.0,291,0.2,129
2019,1,29,4,0,15.2,0.13,-108,46.0,15.1,0,0,0,0,0,0,3.22,814.4,0.0,284,0.2,115
2019,1,29,5,0,15.7,0.13,-108,46.9,15.4,0,0,0,0,0,0,3.03,814.9,0.0,308,0.2,101
2019,1,29,6,0,16.3,0.13,-109,35.9,15.7,35,0,0,35,35,35,2.84,815.4,0.0,322,0.3,86
2019,1,29,7,0,16.4,0.13,-111,51.1,15.6,129,0,0,129,129,129,2.75,815.8,0.0,4,0.3,72
2019,1,29,8,0,16.1,0.13,-115,66.3,15.3,181,0,0,181,181,181,2.75,816.3,0.0,57,0.5,59
2019,1,29,9,0,15.8,0.13,-122,50.0,14.9,380,1,1,381,380,381,2.75,816.7,0.0,71,0.9,45
2019,1,29,10,0,16.2,0.13,-135,49.9,14.7,416,56,49,465,467,469,2.74,816.7,0.0,72,1.1,34
2019,1,29,11,0,17.3,0.13,-158,37.1,14.6,477,172,153,631,637,638,2.71,816.0,0.0,67,1.1,25
2019,1,29,12,0,18.3,0.13,168,30.0,14.6,547,181,166,713,720,715,2.68,815.4,0.0,62,1.1,24
2019,1,29,13,0,19.0,0.13,140,58.1,14.5,353,61,53,407,409,410,2.66,814.6,0.0,52,1.1,31
2019,1,29,14,0,19.2,0.13,125,93.9,14.3,50,0,0,50,50,50,2.65,813.9,0.0,39,1.2,42
2019,1,29,15,0,19.5,0.13,116,63.8,14.0,200,0,0,200,199,200,2.64,813.1,0.0,28,1.4,55
2019,1,29,16,0,19.7,0.13,112,34.8,14.4,212,13,4,216,216,226,2.63,812.9,0.0,28,1.5,68
2019,1,29,17,0,19.7,0.13,109,19.6,15.4,67,10,1,68,68,67,2.6,813.3,0.0,36,1.4,82
2019,1,29,18,0,19.7,0.13,108,0.0,16.3,0,0,0,0,0,0,2.58,813.8,0.0,44,1.5,97
2019,1,29,19,0,19.0,0.13,108,0.0,16.4,0,0,0,0,0,0,2.55,814.3,0.0,55,1.4,111
2019,1,29,20,0,17.6,0.13,109,0.0,15.6,0,0,0,0,0,0,2.53,815.0,0.0,70,1.4,125
2019,1,29,21,0,16.2,0.13,113,0.0,14.7,0,0,0,0,0,0,2.51,815.6,0.0,84,1.5,139
2019,1,29,22,0,15.4,0.13,122,0.0,14.3,0,0,0,0,0,0,2.49,816.0,0.0,91,1.5,152
2019,1,29,23,0,15.1,0.13,147,0.0,14.2,0,0,0,0,0,0,2.47,816.0,0.0,94,1.4,163
2019,1,30,0,0,14.8,0.13,-161,0.0,14.2,0,0,0,0,0,0,2.46,816.0,0.0,97,1.4,165
2019,1,30,1,0,14.6,0.13,-127,0.0,14.1,0,0,0,0,0,0,2.43,815.7,0.0,96,1.3,156
2019,1,30,2,0,14.4,0.13,-114,11.0,14.0,0,0,0,0,0,0,2.41,815.2,0.0,91,1.3,143
2019,1,30,3,0,14.2,0.13,-110,18.3,13.9,0,0,0,0,0,0,2.38,814.7,0.0,86,1.3,129
2019,1,30,4,0,14.3,0.13,-108,30.4,14.1,0,0,0,0,0,0,2.35,814.6,0.0,78,1.2,115
2019,1,30,5,0,14.8,0.13,-108,38.3,14.6,0,0,0,0,0,0,2.34,814.9,0.0,63,1.1,101
2019,1,30,6,0,15.3,0.13,-108,17.1,15.1,30,117,18,48,52,71,2.32,815.2,0.0,46,1.0,86
2019,1,30,7,0,15.9,0.13,-111,6.7,15.5,108,505,163,271,288,595,2.3,815.5,0.0,45,0.9,72
2019,1,30,8,0,16.7,0.13,-115,8.2,15.9,191,597,311,502,523,812,2.28,815.8,0.0,64,0.9,59
2019,1,30,9,0,17.5,0.13,-121,6.7,16.3,229,695,489,718,742,910,2.26,816.0,0.0,82,0.9,45
2019,1,30,10,0,18.3,0.13,-134,21.3,16.4,463,318,257,720,731,767,2.24,815.8,0.0,94,1.0,33
2019,1,30,11,0,19.0,0.13,-158,19.5,16.2,521,323,292,813,825,821,2.24,815.1,0.0,100,1.1,25
2019,1,30,12,0,19.7,0.13,168,55.4,16.1,417,45,41,458,460,459,2.24,814.3,0.0,106,1.2,24
2019,1,30,13,0,20.1,0.13,140,61.7,15.9,307,61,50,357,360,366,2.25,813.6,0.0,107,1.3,30
2019,1,30,14,0,20.2,0.13,124,67.5,15.6,262,3,2,265,264,265,2.28,812.7,0.0,105,1.2,42
2019,1,30,15,0,20.3,0.13,116,63.2,15.3,211,0,0,211,210,211,2.3,811.9,0.0,103,1.1,55
2019,1,30,16,0,19.8,0.13,112,49.4,15.3,174,0,0,174,174,174,2.35,811.8,0.0,99,1.1,68
2019,1,30,17,0,18.7,0.13,109,34.7,15.6,54,6,1,54,54,53,2.42,812.4,0.0,93,1.1,82
2019,1,30,18,0,17.7,0.13,108,0.1,15.9,0,0,0,0,0,0,2.49,812.9,0.0,88,1.2,97
2019,1,30,19,0,16.8,0.13,107,0.0,15.7,0,0,0,0,0,0,2.54,813.6,0.0,90,1.2,111
2019,1,30,20,0,16.0,0.13,109,16.9,15.2,0,0,0,0,0,0,2.59,814.3,0.0,99,1.3,125
2019,1,30,21,0,15.3,0.13,112,30.6,14.7,0,0,0,0,0,0,2.64,815.0,0.0,106,1.4,139
2019,1,30,22,0,14.8,0.13,121,30.4,14.4,0,0,0,0,0,0,2.65,815.4,0.0,113,1.4,152
2019,1,30,23,0,14.6,0.13,147,30.4,14.3,0,0,0,0,0,0,2.64,815.3,0.0,121,1.3,163
2019,1,31,0,0,14.4,0.12,-161,30.7,14.2,0,0,0,0,0,0,2.63,815.3,0.0,130,1.3,165
2019,1,31,1,0,14.3,0.12,-126,30.9,14.2,0,0,0,0,0,0,2.6,815.1,0.0,134,1.3,156
2019,1,31,2,0,14.3,0.12,-114,30.6,14.2,0,0,0,0,0,0,2.55,814.7,0.0,132,1.3,143
2019,1,31,3,0,14.3,0.12,-109,30.5,14.2,0,0,0,0,0,0,2.5,814.3,0.0,131,1.4,129
2019,1,31,4,0,14.6,0.12,-108,30.0,14.4,0,0,0,0,0,0,2.44,814.3,0.0,123,1.3,115
2019,1,31,5,0,15.1,0.12,-107,9.8,14.8,0,0,0,0,0,0,2.37,814.6,0.0,105,1.1,101
2019,1,31,6,0,15.6,0.12,-108,3.6,15.2,30,156,21,50,55,67,2.31,814.9,0.0,85,1.1,86
2019,1,31,7,0,16.3,0.12,-110,8.4,15.1,117,479,150,267,283,576,2.3,815.4,0.0,81,1.2,72
2019,1,31,8,0,17.1,0.12,-114,3.8,14.6,135,750,397,532,556,894,2.35,815.9,0.0,90,1.4,58
2019,1,31,9,0,17.9,0.12,-121,4.0,14.1,176,811,563,738,765,958,2.39,816.5,0.0,97,1.7,45
2019,1,31,10,0,18.7,0.12,-134,34.7,13.9,531,95,75,606,609,624,2.44,816.5,0.0,103,1.8,33
2019,1,31,11,0,19.3,0.12,-158,82.4,14.0,178,0,0,178,178,178,2.5,816.0,0.0,111,1.9,25
2019,1,31,12,0,19.9,0.12,167,65.8,14.1,320,38,34,354,355,355,2.55,815.4,0.0,117,1.9,23
2019,1,31,13,0,19.9,0.12,139,54.0,14.4,421,24,20,441,441,443,2.59,814.9,0.0,118,1.8,30
2019,1,31,14,0,19.5,0.12,124,60.4,14.8,291,42,31,322,323,334,2.62,814.2,0.0,112,1.6,41
2019,1,31,15,0,19.0,0.12,116,61.7,15.3,205,65,43,248,250,272,2.64,813.6,0.0,104,1.3,54
2019,1,31,16,0,18.7,0.12,111,56.4,15.8,150,10,2,152,152,158,2.65,813.5,0.0,95,1.3,68
2019,1,31,17,0,18.6,0.12,109,23.3,16.4,67,57,10,77,78,92,2.65,813.9,0.0,88,1.5,82
2019,1,31,18,0,18.4,0.12,107,0.0,17.0,0,1,0,0,0,0,2.65,814.4,0.0,83,1.7,96
2019,1,31,19,0,17.7,0.12,107,0.0,16.7,0,0,0,0,0,0,2.64,814.9,0.0,82,1.8,111
2019,1,31,20,0,16.4,0.12,108,16.6,15.6,0,0,0,0,0,0,2.64,815.5,0.0,85,1.7,125
2019,1,31,21,0,15.1,0.12,112,30.0,14.5,0,0,0,0,0,0,2.64,816.1,0.0,89,1.7,139
2019,1,31,22,0,14.4,0.12,121,30.0,13.9,0,0,0,0,0,0,2.63,816.3,0.0,90,1.6,152
2019,1,31,23,0,14.3,0.12,146,30.6,13.9,0,0,0,0,0,0,2.63,816.1,0.0,88,1.5,164
2019,2,1,0,0,14.2,0.12,-160,31.0,14.0,0,0,0,0,0,0,2.62,816.0,0.0,87,1.4,166
2019,2,1,1,0,14.0,0.12,-125,31.0,13.9,0,0,0,0,0,0,2.6,815.6,0.0,85,1.2,156
2019,2,1,2,0,13.8,0.12,-114,30.7,13.7,0,0,0,0,0,0,2.57,815.1,0.0,82,1.1,143
2019,2,1,3,0,13.6,0.12,-109,30.4,13.5,0,0,0,0,0,0,2.54,814.6,0.0,79,1.0,129
2019,2,1,4,0,14.0,0.12,-107,30.9,13.8,0,0,0,0,0,0,2.54,814.6,0.0,78,0.9,115
2019,2,1,5,0,14.9,0.12,-107,29.6,14.4,0,0,0,0,0,0,2.57,815.1,0.0,79,0.8,101
